(726, 817) | (768, 558)
(4, 308) | (887, 3)
(721, 38) | (909, 959)
(884, 412) | (886, 580)
(979, 927) | (29, 930)
(192, 702) | (360, 168)
(422, 645) | (476, 640)
(561, 783) | (84, 252)
(954, 783) | (449, 464)
(863, 567) | (238, 927)
(691, 74) | (376, 118)
(97, 554) | (612, 979)
(650, 245) | (343, 124)
(541, 727) | (822, 285)
(321, 728) | (146, 105)
(692, 494) | (710, 830)
(387, 444) | (973, 227)
(132, 974) | (246, 894)
(913, 740) | (548, 438)
(823, 406) | (98, 228)
(711, 992) | (250, 753)
(843, 820) | (296, 347)
(826, 315) | (572, 272)
(903, 427) | (915, 833)
(311, 254) | (109, 503)
(898, 160) | (647, 891)
(302, 379) | (687, 203)
(17, 566) | (4, 971)
(636, 552) | (253, 97)
(167, 878) | (801, 685)
(935, 341) | (813, 753)
(928, 934) | (800, 408)
(314, 701) | (377, 921)
(561, 339) | (642, 37)
(290, 801) | (835, 278)
(363, 617) | (936, 653)
(181, 264) | (117, 426)
(272, 228) | (582, 478)
(992, 245) | (62, 177)
(392, 898) | (474, 358)
(742, 650) | (210, 164)
(839, 660) | (434, 667)
(508, 135) | (296, 964)
(873, 812) | (19, 213)
(575, 186) | (493, 832)
(236, 823) | (800, 469)
(468, 108) | (182, 229)
(190, 326) | (503, 508)
(807, 428) | (133, 834)
(629, 530) | (366, 729)
(860, 7) | (399, 65)
(753, 40) | (451, 903)
(458, 644) | (174, 896)
(977, 68) | (518, 504)
(237, 402) | (339, 149)
(28, 739) | (520, 322)
(723, 126) | (894, 585)
(538, 904) | (931, 475)
(478, 732) | (507, 406)
(342, 356) | (980, 565)
(579, 604) | (199, 296)
(138, 136) | (276, 541)
(65, 392) | (313, 888)
(902, 761) | (26, 500)
(647, 621) | (987, 998)
(652, 159) | (298, 865)
(430, 243) | (29, 175)
(564, 936) | (559, 610)
(209, 454) | (391, 860)
(4, 79) | (932, 92)
(769, 139) | (155, 263)
(599, 199) | (386, 163)
(92, 728) | (424, 784)
(548, 38) | (279, 628)
(623, 791) | (496, 232)
(218, 339) | (594, 774)
(86, 301) | (48, 545)
(973, 46) | (995, 667)
(642, 220) | (143, 198)
(975, 141) | (348, 628)
(518, 368) | (338, 459)
(129, 318) | (323, 225)
(687, 3) | (28, 137)
(531, 955) | (24, 562)
(784, 21) | (795, 983)
(850, 457) | (661, 950)
(805, 514) | (102, 876)
(612, 418) | (521, 507)
(584, 839) | (486, 604)
(74, 955) | (778, 696)
(325, 146) | (519, 58)
(974, 737) | (975, 384)
(643, 655) | (417, 573)
(121, 278) | (510, 254)
(778, 247) | (360, 976)
(864, 110) | (839, 178)
(931, 554) | (44, 281)
(565, 200) | (508, 345)
(268, 501) | (6, 607)
(414, 71) | (746, 559)
(881, 997) | (860, 904)
(302, 466) | (103, 24)
(128, 840) | (745, 736)
(452, 434) | (287, 916)
(67, 258) | (534, 443)
(647, 372) | (274, 916)
(913, 661) | (679, 286)
(340, 245) | (859, 608)
(651, 677) | (381, 546)
(840, 964) | (289, 484)
(688, 859) | (702, 621)
(123, 211) | (441, 210)
(521, 167) | (391, 791)
(517, 458) | (778, 798)
(101, 102) | (265, 428)
(247, 430) | (823, 417)
(793, 719) | (867, 589)
(295, 441) | (854, 353)
(455, 50) | (388, 824)
(484, 889) | (69, 617)
(6, 695) | (135, 7)
(205, 104) | (569, 208)
(597, 928) | (973, 510)
(231, 747) | (77, 323)
(47, 422) | (463, 443)
(116, 176) | (199, 592)
(134, 289) | (477, 462)
(373, 248) | (51, 531)
(407, 974) | (386, 718)
(200, 682) | (721, 108)
(929, 761) | (171, 860)
(659, 6) | (344, 183)
(872, 769) | (599, 156)
(976, 516) | (195, 425)
(323, 397) | (790, 425)
(69, 27) | (329, 935)
(750, 512) | (156, 229)
(694, 224) | (598, 171)
(175, 44) | (732, 995)
(348, 505) | (725, 212)
(32, 235) | (613, 443)
(886, 937) | (238, 212)
(571, 748) | (644, 971)
(169, 74) | (895, 885)
(662, 538) | (974, 460)
(610, 252) | (111, 249)
(379, 963) | (639, 295)
(799, 376) | (774, 912)
(144, 857) | (984, 265)
(454, 1) | (349, 211)
(463, 111) | (552, 8)
(702, 112) | (868, 643)
(709, 874) | (648, 513)
(253, 750) | (686, 589)
(652, 345) | (977, 70)
(559, 168) | (414, 772)
(831, 792) | (14, 295)
(517, 501) | (62, 697)
(393, 941) | (914, 137)
(181, 874) | (794, 213)
(501, 632) | (318, 585)
(873, 937) | (43, 334)
(199, 958) | (540, 947)
(277, 954) | (790, 578)
(368, 422) | (211, 614)
(520, 618) | (437, 996)
(422, 931) | (417, 434)
(357, 59) | (260, 620)
(260, 234) | (802, 979)
(227, 923) | (955, 464)
(417, 259) | (347, 86)
(857, 203) | (165, 962)
(398, 842) | (131, 174)
(594, 748) | (484, 211)
(155, 540) | (683, 38)
(623, 958) | (715, 755)
(271, 271) | (245, 196)
(834, 298) | (708, 663)
(270, 53) | (702, 337)
(178, 206) | (904, 988)
(381, 819) | (432, 295)
(425, 643) | (826, 564)
(374, 398) | (984, 748)
(649, 492) | (959, 590)
(168, 286) | (89, 246)
(661, 282) | (339, 970)
(304, 540) | (958, 143)
(267, 705) | (149, 751)
(485, 429) | (829, 847)
(315, 790) | (52, 714)
(478, 180) | (66, 15)
(612, 403) | (583, 41)
(99, 507) | (254, 22)
(569, 417) | (324, 617)
(981, 813) | (942, 898)
(892, 589) | (413, 905)
(871, 252) | (802, 527)
(888, 445) | (984, 992)
(186, 294) | (468, 988)
(729, 860) | (419, 918)
(679, 713) | (747, 557)
(424, 193) | (842, 196)
(261, 42) | (277, 764)
(164, 989) | (65, 111)
(558, 903) | (445, 702)
(640, 953) | (219, 713)
(812, 331) | (297, 130)
(989, 990) | (144, 397)
(434, 965) | (132, 103)
(25, 569) | (1, 385)
(411, 721) | (18, 39)
(852, 548) | (195, 849)
(19, 34) | (421, 508)
(219, 161) | (176, 342)
(672, 537) | (199, 175)
(427, 427) | (332, 53)
(539, 951) | (435, 947)
(908, 584) | (14, 734)
(623, 517) | (449, 278)
(69, 70) | (453, 807)
(997, 678) | (859, 915)
(66, 966) | (315, 574)
(287, 271) | (617, 995)
(198, 937) | (454, 477)
(830, 149) | (261, 493)
(394, 732) | (585, 417)
(321, 993) | (162, 488)
(407, 50) | (548, 280)
(222, 74) | (636, 767)
(564, 520) | (128, 688)
(265, 573) | (981, 664)
(523, 709) | (269, 336)
(623, 550) | (158, 365)
(14, 626) | (123, 157)
(739, 632) | (907, 888)
(136, 742) | (869, 312)
(576, 471) | (399, 197)
(160, 229) | (450, 625)
(116, 899) | (303, 72)
(114, 427) | (18, 889)
(532, 635) | (485, 174)
(632, 312) | (854, 38)
(512, 816) | (382, 223)
(980, 114) | (567, 372)
(792, 65) | (92, 316)
(104, 686) | (459, 356)
(416, 986) | (29, 123)
(680, 79) | (111, 504)
(171, 891) | (429, 394)
(476, 160) | (862, 161)
(237, 316) | (115, 586)
(340, 156) | (151, 773)
(595, 858) | (120, 814)
(214, 289) | (505, 256)
(839, 709) | (777, 561)
(746, 255) | (605, 893)
(638, 95) | (145, 9)
(684, 398) | (85, 418)
(778, 661) | (468, 168)
(630, 980) | (171, 808)
(325, 779) | (276, 645)
(406, 702) | (972, 443)
(550, 205) | (126, 102)
(222, 421) | (910, 727)
(38, 578) | (308, 514)
(507, 829) | (348, 919)
(128, 39) | (371, 533)
(78, 336) | (486, 870)
(966, 529) | (409, 423)
(314, 597) | (996, 57)
(245, 891) | (440, 68)
(250, 630) | (520, 741)
(376, 688) | (409, 813)
(733, 168) | (960, 565)
(388, 72) | (431, 923)
(657, 10) | (400, 140)
(223, 225) | (555, 875)
(916, 501) | (947, 550)
(488, 680) | (344, 706)
(104, 227) | (25, 432)
(47, 593) | (547, 972)
(178, 620) | (37, 344)
(141, 837) | (748, 990)
(777, 951) | (438, 548)
(962, 790) | (871, 653)
(498, 628) | (345, 307)
(893, 515) | (339, 21)
(815, 759) | (121, 920)
(155, 112) | (18, 793)
(203, 498) | (557, 153)
(451, 525) | (846, 443)
(760, 833) | (333, 18)
(270, 756) | (423, 486)
(274, 43) | (498, 356)
(576, 705) | (117, 140)
(173, 741) | (506, 787)
(105, 372) | (913, 643)
(183, 137) | (15, 98)
(782, 716) | (765, 281)
(53, 96) | (26, 185)
(361, 620) | (729, 327)
(414, 482) | (186, 419)
(363, 630) | (882, 40)
(648, 478) | (182, 362)
(241, 892) | (861, 539)
(977, 920) | (505, 773)
(730, 855) | (292, 658)
(569, 363) | (334, 404)
(85, 13) | (923, 664)
(959, 999) | (263, 340)
(494, 875) | (747, 712)
(856, 590) | (349, 342)
(71, 989) | (793, 140)
(55, 837) | (974, 613)
(551, 314) | (384, 115)
(278, 390) | (769, 339)
(294, 857) | (921, 872)
(900, 743) | (703, 606)
(596, 819) | (207, 267)
(978, 880) | (421, 26)
(78, 742) | (776, 66)
(547, 731) | (824, 985)
(74, 182) | (291, 646)
(19, 945) | (720, 837)
(76, 11) | (104, 521)
(388, 268) | (697, 793)
(552, 834) | (679, 783)
(722, 611) | (973, 273)
(958, 333) | (168, 710)
(407, 240) | (223, 782)
(816, 27) | (371, 541)
(238, 281) | (386, 485)
(33, 236) | (886, 858)
(21, 803) | (817, 999)
(116, 678) | (261, 482)
(582, 770) | (843, 626)
(492, 181) | (14, 396)
(718, 473) | (239, 289)
(329, 549) | (125, 315)
(236, 816) | (464, 343)
(317, 755) | (894, 831)
(36, 406) | (269, 854)
(894, 625) | (768, 905)
(789, 827) | (1, 489)
(430, 268) | (9, 657)
(568, 149) | (756, 94)
(18, 887) | (570, 914)
(504, 475) | (184, 191)
(419, 330) | (535, 376)
(919, 828) | (602, 59)
(316, 378) | (16, 118)
(178, 801) | (547, 489)
(518, 875) | (573, 728)
(653, 240) | (847, 872)
(615, 193) | (596, 159)
(677, 959) | (487, 935)
(256, 386) | (189, 966)
(25, 191) | (843, 924)
(787, 443) | (141, 955)
(621, 20) | (627, 297)
(907, 583) | (277, 698)
(489, 687) | (227, 229)
(617, 475) | (336, 918)
(407, 752) | (555, 326)
(735, 301) | (883, 96)
(992, 292) | (119, 515)
(401, 327) | (718, 244)
(933, 559) | (160, 832)
(758, 703) | (886, 643)
(373, 582) | (436, 122)
(716, 393) | (343, 235)
(190, 103) | (242, 62)
(265, 164) | (317, 837)
(995, 902) | (962, 855)
(107, 349) | (403, 59)
(838, 279) | (364, 546)
(375, 699) | (322, 168)
(786, 696) | (186, 79)
(742, 536) | (190, 846)
(210, 861) | (56, 701)
(589, 131) | (960, 590)
(444, 718) | (637, 275)
(267, 828) | (260, 727)
(456, 29) | (969, 676)
(461, 992) | (153, 304)
(986, 673) | (572, 434)
(275, 197) | (474, 946)
(90, 467) | (74, 497)
(800, 482) | (793, 415)
(918, 912) | (814, 355)
(87, 141) | (381, 970)
(121, 832) | (250, 748)
(168, 510) | (393, 309)
(532, 964) | (413, 854)
(872, 572) | (428, 473)
(698, 920) | (68, 243)
(280, 119) | (179, 286)
(49, 53) | (30, 921)
(706, 609) | (326, 964)
(818, 232) | (637, 526)
(360, 648) | (317, 583)
(803, 924) | (650, 898)
(671, 247) | (588, 666)
(825, 951) | (325, 693)
(341, 733) | (98, 903)
(857, 753) | (21, 463)
(430, 465) | (2, 498)
(85, 807) | (580, 857)
(576, 153) | (426, 187)
(391, 667) | (882, 409)
(435, 900) | (500, 24)
(449, 209) | (322, 861)
(449, 327) | (834, 4)
(328, 484) | (440, 521)
(201, 671) | (52, 873)
(845, 21) | (222, 685)
(821, 62) | (766, 304)
(255, 714) | (916, 86)
(313, 388) | (60, 923)
(876, 913) | (572, 228)
(225, 575) | (137, 64)
(119, 763) | (264, 616)
(355, 116) | (934, 678)
(199, 921) | (939, 463)
(646, 594) | (240, 397)
(948, 191) | (698, 702)
(110, 696) | (207, 513)
(684, 521) | (648, 957)
(436, 546) | (14, 453)
(276, 656) | (954, 116)
(307, 795) | (945, 242)
(915, 653) | (150, 960)
(501, 688) | (720, 533)
(820, 495) | (326, 604)
(19, 994) | (725, 619)
(113, 443) | (115, 573)
(556, 475) | (978, 149)
(903, 394) | (878, 667)
(867, 773) | (833, 412)
(749, 311) | (227, 839)
(140, 858) | (478, 254)
(173, 928) | (645, 501)
(554, 671) | (520, 146)
(432, 351) | (381, 443)
(104, 700) | (22, 203)
(993, 716) | (534, 405)
(702, 649) | (625, 543)
(193, 697) | (107, 46)
(314, 969) | (105, 914)
(952, 150) | (662, 402)
(408, 889) | (856, 695)
(637, 756) | (842, 271)
(11, 657) | (499, 556)
(582, 723) | (858, 536)
(89, 989) | (161, 559)
(733, 498) | (892, 721)
(226, 44) | (159, 884)
(951, 10) | (937, 351)
(553, 852) | (661, 332)
(527, 102) | (362, 135)
(60, 561) | (16, 790)
(420, 290) | (249, 104)
(367, 697) | (929, 151)
(771, 737) | (598, 375)
(857, 402) | (385, 810)
(33, 92) | (860, 337)
(692, 162) | (799, 223)
(537, 449) | (523, 475)
(152, 376) | (518, 977)
(224, 685) | (555, 83)
(330, 609) | (97, 942)
(325, 31) | (873, 698)
(410, 382) | (437, 969)
(788, 55) | (728, 416)
(677, 610) | (229, 991)
(5, 594) | (377, 285)
(542, 454) | (917, 96)
(638, 727) | (847, 996)
(371, 361) | (950, 279)
(509, 909) | (917, 733)
(194, 594) | (656, 485)
(181, 126) | (232, 502)
(900, 693) | (663, 914)
(293, 681) | (937, 678)
(372, 725) | (440, 360)
(18, 809) | (434, 69)
(158, 154) | (236, 604)
(319, 869) | (934, 745)
(354, 595) | (132, 532)
(803, 821) | (350, 990)
(771, 832) | (791, 865)
(597, 626) | (347, 978)
(110, 485) | (369, 95)
(823, 33) | (41, 469)
(197, 329) | (385, 317)
(670, 488) | (839, 508)
(474, 522) | (156, 224)
(420, 825) | (815, 171)
(248, 676) | (675, 405)
(583, 681) | (887, 871)
(366, 280) | (651, 800)
(341, 602) | (103, 617)
(231, 599) | (504, 554)
(180, 27) | (449, 385)
(871, 265) | (446, 116)
(864, 603) | (329, 126)
(835, 619) | (518, 297)
(897, 631) | (57, 42)
(220, 29) | (631, 912)
(582, 981) | (211, 353)
(72, 225) | (677, 401)
(305, 105) | (741, 255)
(458, 882) | (197, 170)
(242, 830) | (91, 3)
(70, 952) | (911, 164)
(39, 482) | (690, 475)
(601, 496) | (879, 40)
(701, 964) | (310, 202)
(969, 412) | (494, 772)
(952, 70) | (329, 781)
(105, 142) | (562, 864)
(740, 982) | (657, 592)
(558, 203) | (94, 21)
(586, 868) | (499, 103)
(383, 266) | (370, 591)
(276, 820) | (165, 81)
(508, 837) | (748, 72)
(153, 377) | (843, 503)
(6, 931) | (768, 397)
(301, 3) | (947, 431)
(867, 149) | (460, 501)
(825, 478) | (268, 500)
(183, 515) | (407, 28)
(288, 879) | (52, 461)
(388, 878) | (625, 702)
(646, 77) | (355, 798)
(11, 652) | (62, 95)
(56, 273) | (53, 131)
(898, 407) | (562, 869)
(124, 124) | (698, 336)
(110, 384) | (310, 94)
(756, 194) | (202, 316)
(172, 85) | (664, 945)
(879, 515) | (933, 752)
(38, 306) | (650, 983)
(370, 962) | (256, 754)
(401, 583) | (587, 481)
(772, 178) | (478, 192)
(502, 357) | (484, 512)
(758, 132) | (223, 648)
(431, 188) | (890, 834)
(251, 126) | (141, 983)
(211, 271) | (444, 512)
(76, 846) | (849, 312)
(346, 857) | (619, 381)
(727, 752) | (305, 73)
(138, 938) | (602, 794)
(431, 247) | (281, 429)
(665, 120) | (706, 53)
(65, 870) | (130, 898)
(13, 139) | (221, 934)
(191, 282) | (906, 518)
(832, 179) | (556, 547)
(961, 298) | (180, 873)
(803, 85) | (451, 884)
(201, 300) | (261, 405)
(851, 496) | (873, 368)
(525, 148) | (7, 742)
(162, 517) | (920, 381)
(420, 139) | (731, 291)
(462, 306) | (553, 835)
(703, 427) | (24, 393)
(875, 594) | (60, 889)
(924, 62) | (864, 142)
(151, 819) | (364, 303)
(432, 561) | (365, 584)
(737, 690) | (830, 193)
(286, 769) | (822, 466)
(899, 531) | (790, 471)
(425, 321) | (584, 341)
(449, 401) | (442, 7)
(89, 292) | (688, 127)
(430, 731) | (24, 71)
(390, 684) | (314, 22)
(227, 960) | (195, 296)
(349, 397) | (5, 333)
(353, 279) | (807, 688)
(655, 773) | (379, 132)
(46, 354) | (465, 630)
(184, 428) | (997, 987)
(939, 792) | (132, 103)
(653, 97) | (987, 385)
(146, 702) | (307, 100)
(76, 95) | (918, 559)
(120, 719) | (445, 5)
(640, 366) | (498, 806)
(83, 552) | (995, 623)
(648, 661) | (636, 888)
(694, 84) | (63, 368)
(83, 380) | (542, 326)
(311, 649) | (947, 672)
(79, 340) | (953, 721)
(634, 453) | (616, 974)
(253, 273) | (454, 812)
(43, 756) | (569, 937)
(996, 976) | (916, 284)
(296, 972) | (67, 248)
(70, 109) | (470, 953)
(823, 115) | (339, 882)
(898, 266) | (616, 585)
(246, 696) | (141, 786)
(672, 885) | (420, 91)
(998, 6) | (539, 996)
(898, 90) | (600, 816)
(491, 115) | (558, 445)
(529, 711) | (294, 806)
(317, 284) | (132, 536)
(332, 733) | (214, 1)
(933, 901) | (522, 1)
(661, 429) | (582, 943)
(376, 228) | (499, 875)
(45, 193) | (3, 501)
(484, 363) | (808, 328)
(984, 491) | (231, 145)
(23, 528) | (26, 704)
(455, 374) | (988, 269)
(773, 457) | (172, 26)
(411, 432) | (222, 63)
(780, 333) | (944, 202)
(632, 231) | (715, 15)
(164, 340) | (47, 429)
(471, 216) | (203, 754)
(209, 958) | (535, 539)
(263, 959) | (12, 702)
(630, 254) | (415, 184)
(339, 759) | (604, 139)
(645, 982) | (387, 916)
(121, 26) | (778, 916)
(270, 93) | (496, 635)
(22, 461) | (416, 234)
(891, 288) | (580, 273)
(424, 71) | (97, 919)
(693, 347) | (369, 711)
(35, 713) | (262, 415)
(433, 703) | (8, 711)
(200, 411) | (184, 595)
(721, 848) | (610, 982)
(903, 351) | (198, 744)
(525, 311) | (880, 518)
(530, 477) | (373, 37)
(788, 712) | (954, 696)
(569, 99) | (322, 65)
(288, 52) | (221, 340)
(345, 689) | (761, 602)
(520, 682) | (212, 99)
(930, 685) | (9, 896)
(967, 207) | (631, 714)
(84, 460) | (321, 147)
(864, 191) | (965, 809)
(951, 187) | (526, 149)
(273, 470) | (34, 773)
(725, 392) | (858, 441)
(932, 631) | (514, 917)
(485, 374) | (452, 64)
(583, 122) | (993, 858)
(255, 819) | (31, 594)
(809, 310) | (326, 17)
(290, 423) | (818, 661)
(635, 34) | (667, 799)
(585, 209) | (236, 160)
(311, 866) | (447, 850)
(274, 339) | (190, 810)
(401, 469) | (951, 614)
(57, 921) | (245, 934)
(340, 456) | (156, 228)
(469, 650) | (119, 314)
(392, 440) | (238, 265)
(870, 825) | (925, 458)
(850, 971) | (434, 425)
(768, 377) | (644, 535)
(398, 46) | (330, 956)
(91, 88) | (763, 397)
(574, 792) | (534, 706)
(985, 882) | (58, 960)
(799, 45) | (547, 849)
(911, 856) | (929, 507)
(209, 914) | (484, 467)
(432, 454) | (749, 100)
(734, 62) | (313, 247)
(673, 437) | (668, 292)
(912, 241) | (541, 434)
(405, 68) | (925, 193)
(913, 519) | (515, 746)
(288, 699) | (194, 236)
(16, 665) | (307, 302)
(673, 916) | (757, 187)
(769, 997) | (968, 384)
(386, 542) | (564, 164)
(113, 926) | (908, 745)
(104, 677) | (126, 58)
(59, 104) | (233, 495)
(392, 726) | (963, 389)
(954, 903) | (5, 411)
(919, 851) | (332, 275)
(521, 928) | (912, 300)
(1, 712) | (579, 148)
(550, 890) | (23, 984)
(68, 723) | (949, 378)
(453, 693) | (827, 552)
(489, 783) | (913, 326)
(668, 92) | (642, 86)
(952, 806) | (578, 414)
(551, 935) | (79, 724)
(957, 144) | (138, 811)
(51, 449) | (574, 12)
(677, 225) | (916, 431)
(965, 981) | (336, 685)
(523, 39) | (832, 869)
(489, 765) | (576, 448)
(454, 856) | (245, 251)
(690, 940) | (148, 36)
(42, 121) | (619, 398)
(131, 273) | (718, 154)
(559, 182) | (448, 371)
(436, 714) | (945, 396)
(836, 487) | (302, 197)
(584, 91) | (7, 350)
(112, 300) | (568, 436)
(492, 319) | (418, 254)
(778, 954) | (144, 159)
(281, 734) | (277, 235)
(507, 362) | (354, 567)
(887, 617) | (912, 762)
(892, 999) | (22, 92)
(66, 582) | (417, 795)
(737, 425) | (129, 961)
(818, 877) | (981, 766)
(501, 924) | (532, 986)
(594, 17) | (978, 466)
(24, 189) | (830, 601)
(384, 711) | (943, 481)
(303, 926) | (548, 331)
(696, 127) | (71, 691)
(145, 80) | (216, 963)
(894, 272) | (159, 167)
(752, 217) | (708, 245)
(388, 20) | (95, 169)
(905, 264) | (73, 880)
(891, 332) | (598, 850)
(521, 420) | (511, 541)
(204, 137) | (988, 667)
(390, 451) | (744, 852)
(885, 975) | (396, 776)
(330, 15) | (502, 19)
(283, 902) | (760, 620)
(707, 847) | (433, 537)
(452, 238) | (685, 346)
(396, 40) | (29, 27)
(693, 745) | (362, 574)
(57, 185) | (861, 382)
(966, 770) | (727, 783)
(139, 349) | (10, 848)
(252, 984) | (524, 184)
(577, 256) | (937, 279)
(686, 70) | (853, 10)
(591, 612) | (894, 573)
(472, 844) | (421, 542)
(49, 872) | (561, 625)
(738, 688) | (843, 747)
(819, 278) | (868, 229)
(967, 243) | (606, 804)
(342, 5) | (368, 321)
(559, 58) | (811, 411)
(220, 61) | (264, 724)
(875, 844) | (429, 882)
(748, 243) | (681, 166)
(620, 244) | (281, 550)
(761, 418) | (881, 761)
(201, 409) | (466, 261)
(990, 243) | (971, 914)
(582, 459) | (251, 757)
(402, 393) | (483, 731)
(327, 669) | (776, 462)
(809, 115) | (655, 303)
(145, 488) | (233, 579)
(109, 705) | (315, 532)
(550, 4) | (845, 317)
(642, 470) | (619, 897)
(326, 529) | (280, 119)
(94, 280) | (778, 907)
(331, 822) | (218, 152)
(254, 794) | (701, 952)
(8, 492) | (755, 858)
(725, 248) | (555, 892)
(52, 990) | (600, 500)
(47, 643) | (391, 761)
(579, 490) | (846, 534)
(639, 374) | (616, 320)
(60, 235) | (619, 566)
(529, 439) | (570, 570)
(484, 754) | (355, 14)
(568, 247) | (506, 218)
(365, 191) | (605, 416)
(31, 732) | (879, 987)
(69, 480) | (461, 28)
(967, 9) | (390, 214)
(784, 626) | (468, 348)
(108, 842) | (955, 450)
(759, 114) | (186, 691)
(753, 497) | (314, 151)
(808, 541) | (15, 958)
(780, 152) | (141, 715)
(411, 682) | (980, 15)
(250, 619) | (280, 469)
(362, 277) | (468, 22)
(575, 633) | (681, 44)
(850, 149) | (591, 684)
(851, 44) | (481, 559)
(388, 739) | (617, 716)
(146, 340) | (273, 895)
(802, 758) | (691, 588)
(945, 368) | (143, 770)
(7, 565) | (949, 230)
(637, 803) | (996, 610)
(935, 859) | (732, 355)
(937, 954) | (552, 617)
(358, 264) | (903, 483)
(715, 617) | (574, 886)
(377, 915) | (722, 49)
(977, 192) | (125, 969)
(266, 590) | (470, 942)
(179, 390) | (683, 39)
(322, 154) | (190, 85)
(148, 49) | (151, 397)
(478, 888) | (695, 758)
(787, 389) | (611, 622)
(442, 772) | (784, 364)
(652, 338) | (44, 369)
(604, 892) | (297, 108)
(131, 869) | (611, 488)
(515, 420) | (749, 993)
(742, 699) | (937, 167)
(233, 784) | (341, 831)
(938, 110) | (162, 590)
(393, 679) | (566, 7)
(411, 953) | (308, 839)
(570, 659) | (87, 560)
(168, 437) | (250, 175)
(264, 300) | (125, 971)
(783, 924) | (266, 3)
(917, 736) | (208, 589)
(814, 394) | (935, 54)
(554, 379) | (484, 134)
(497, 219) | (804, 528)
(22, 567) | (59, 515)
(820, 578) | (681, 560)
(104, 211) | (39, 39)
(767, 389) | (993, 15)
(286, 860) | (338, 12)
(28, 39) | (735, 594)
(36, 936) | (857, 324)
(154, 185) | (23, 233)
(422, 472) | (63, 676)
(896, 805) | (212, 366)
(144, 92) | (179, 345)
(436, 278) | (335, 657)
(525, 444) | (964, 461)
(293, 54) | (778, 930)
(631, 351) | (291, 482)
(633, 669) | (662, 358)
(73, 765) | (958, 494)
(289, 435) | (944, 31)
(721, 213) | (503, 619)
(88, 954) | (579, 827)
(906, 167) | (263, 632)
(8, 648) | (257, 974)
(601, 138) | (200, 987)
(563, 602) | (596, 440)
(830, 735) | (95, 513)
(226, 245) | (741, 114)
(41, 657) | (327, 892)
(965, 747) | (355, 679)
(460, 100) | (762, 316)
(249, 467) | (529, 296)
(957, 495) | (91, 414)
(82, 487) | (551, 215)
(936, 671) | (578, 171)
(612, 152) | (717, 519)
(81, 909) | (981, 320)
(456, 745) | (856, 953)
(335, 551) | (998, 742)
(25, 245) | (154, 227)
(843, 79) | (992, 639)
(655, 439) | (442, 634)
(679, 982) | (735, 51)
(891, 870) | (554, 188)
(303, 853) | (530, 388)
(128, 816) | (62, 207)
(87, 700) | (217, 160)
(908, 594) | (485, 952)
(857, 793) | (243, 69)
(96, 468) | (944, 633)
(309, 244) | (287, 834)
(140, 472) | (684, 239)
(707, 732) | (759, 719)
(323, 351) | (306, 134)
(545, 60) | (70, 248)
(552, 453) | (370, 736)
(548, 74) | (291, 542)
(712, 619) | (830, 107)
(54, 376) | (189, 45)
(175, 175) | (713, 604)
